movieId,title,genres,imdbId,tmdbId,overview,poster_path,release_date,vote_average,vote_count
2374,Gung Ho (1986),Comedy|Drama,91159,13698,"When a western Pennsylvania auto plant is acquired by a Japanese company, brokering auto worker Hunt Stevenson faces the tricky challenge of mediating the assimilation of two clashing corporate cultures. At one end is the Japanese plant manager and the sycophant who is angling for his position. At the other, a number of disgruntled long-time union members struggle with the new exigencies of Japanese quality control.",/sxnlQEb8dugTFK2KyFrq3iv3bHn.jpg,1986-03-14,6.038,208.0
2375,"Money Pit, The (1986)",Comedy,91541,10466,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg,1986-03-26,6.5,1199.0
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,90264,707,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,/arJF829RP9cYvh0NU70dC5TtXSa.jpg,1985-05-24,6.246,2104.0
2377,Lifeforce (1985),Horror|Sci-Fi,89489,11954,"A race of space vampires arrives in London and infects the populace, commencing an apocalyptic descent into chaos.",/AeLmyhJNQd2BMFGER36ctAeDhIp.jpg,1985-06-21,6.246,674.0
2378,Police Academy (1984),Comedy|Crime,87928,9336,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",/qxUkWoFI7rF1KUgTgbE3UJEQuvG.jpg,1984-03-22,6.692,2868.0
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,89822,10157,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",/cIyvBInW2aGms0zyV9Pgwp9UPJ4.jpg,1985-03-28,6.079,1660.0
2380,Police Academy 3: Back in Training (1986),Comedy|Crime,91777,12118,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg,1986-03-20,5.802,1310.0
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,93756,10587,"A new batch of recruits arrives at Police Academy, this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support, a disgusted Captain Harris is determined to see it fail.",/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg,1987-04-02,5.513,1226.0
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,95882,11825,The Police Academy misfits travel to Miami Beach for Commandant Lassard to be honored with a prestigious lifetime award pending his retirement. Things take a turn when Lassard unknowingly ends up in possession of stolen diamonds from a jewel heist.,/4m1qfTiVxdEDv0fgUf0FI7CA9Fe.jpg,1988-03-17,5.219,966.0
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,98105,11895,"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women in blue.",/g8CRCKNAsvUoQWqcXmctuIt1Nsw.jpg,1989-03-09,5.14,906.0
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,120595,9447,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg,1998-11-25,5.7,1293.0
2385,Home Fries (1998),Comedy|Romance,119304,12257,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",/rXEpaJIPlBqKq7QepB8uowmeAT2.jpg,1998-11-25,5.1,105.0
2387,Very Bad Things (1998),Comedy|Crime,124198,10029,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg,1998-09-11,6.258,660.0
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,119248,27104,Francesco and Marta run a husband-and-wife design company in Rome. When Francesco's aunt dies in Istanbul he travels there to sort out the hamam Turkish steam bath that she left him. He finds a love and warmth in his relatives' Istanbul home that is missing from his life in Italy.,/53Bs1CLJWDuomqdolXXWyso7cPf.jpg,1997-05-09,6.552,143.0
2389,Psycho (1998),Crime|Horror|Thriller,155975,11252,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.",/6pQpZu6JjPsbHzjhG545OsjU2TG.jpg,1998-12-04,5.1,1014.0
2390,Little Voice (1998),Comedy,147004,8545,"After the death of her father, Little Voice or LV becomes a virtual recluse, never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey, Marilyn Monroe and various other famous female singers. But at night time, LV sings, imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends, who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club, but several problems arise.",/7VxdMxSa3BEAvGl5nLvsgpBwrZH.jpg,1998-11-05,6.5,193.0
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,120324,10223,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",/iJYGDwZmVEYRkSPbWQdxzvBLTcK.jpg,1998-12-11,7.201,1013.0
2392,Jack Frost (1998),Children|Comedy|Drama,141109,9745,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",/tdSyQJe7vEDcH9kEVqzVcr0O9lS.jpg,1998-11-15,6.0,1190.0
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,120844,200,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg,1998-12-11,6.434,1297.0
2394,"Prince of Egypt, The (1998)",Animation|Musical,120794,9837,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,1998-12-16,7.3,4178.0
2395,Rushmore (1998),Comedy|Drama,128445,11545,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg,1998-12-11,7.391,2622.0
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,138097,1934,"Young William Shakespeare is forced to stage his latest comedy, 'Romeo and Ethel, the Pirate's Daughter', before it's even written. When lovely noblewoman Viola de Lesseps auditions for a role, they fall into forbidden love — and Shakespeare's play finds a new life (and title). As their relationship intensifies, the comedy soon transforms into tragedy.",/zdW7jdzPi4J9KZR3TyY2jn3Xh5e.jpg,1998-12-11,6.8,3117.0
2398,Miracle on 34th Street (1947),Comedy|Drama,39628,11881,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",/qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg,1947-06-04,7.4,795.0
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,89961,13764,"In ancient times, a man named Claus, who delivers toys in his small village, fulfils his destiny to become Santa Claus after meeting an expert toy-making elf, Patch, in the North Pole. In the present day, Santa Claus has become overwhelmed by his workload, and the disgruntled Patch flees the workshop to New York City. There, Patch unknowingly threatens the fate of Christmas by taking a job at a failing toy company run by a scheming businessman.",/tZvGQF2623FD0MZgvOy18J5d7x5.jpg,1985-10-29,6.3,273.0
2400,Prancer (1989),Children|Drama|Fantasy,98115,24951,"Jessica, the daughter of an impoverished apple farmer, still believes in Santa Claus. So when she comes across a reindeer with an injured leg, it makes perfect sense to her to assume that it is Prancer, who had fallen from a Christmas display in town. She hides the reindeer in her barn and feeds it cookies, until she can return it to Santa. Her father finds the reindeer and decides to sell it to the butcher, not for venison chops, but as an advertising display.",/g3JfCGX9fgHwmmKFhRzu7BYc29d.jpg,1989-11-17,6.0,101.0
2401,Pale Rider (1985),Western,89767,8879,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg,1985-06-28,7.167,1151.0
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,89880,1369,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,1985-05-21,6.651,4156.0
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,83944,1368,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,1982-10-22,7.496,6649.0
2404,Rambo III (1988),Action|Adventure|Thriller|War,95956,1370,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",/pTVm2HrqV5kOt8tG4ZURNuhrmAq.jpg,1988-05-24,6.195,3351.0
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,89370,10303,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg,1985-08-01,6.209,1222.0
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,88011,9326,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",/qaCLbDs6Ace4I1lAbBNWPQAm75h.jpg,1984-03-30,6.756,1960.0
2407,Cocoon (1985),Comedy|Sci-Fi,88933,10328,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,1985-06-21,6.6,1355.0
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,94890,11285,"The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?",/xBsXdBl8qCXoQsWX6vfsVjWOMGk.jpg,1988-09-13,6.489,1006.0
2409,Rocky II (1979),Action|Drama,79817,1367,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",/nMaiiu0CzT77U4JZkUYV7KqdAjK.jpg,1979-06-15,7.3,4634.0
2410,Rocky III (1982),Action|Drama,84602,1371,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,/9jS3wG3cNSEu8sVUFAFQ8exyaaH.jpg,1982-05-28,6.897,4355.0
2411,Rocky IV (1985),Action|Drama,89927,1374,"Rocky Balboa holds the world heavyweight championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union. This time, Rocky's training regimen takes him to Siberia, where he prepares for a globally televised match in the heart of Moscow. But nothing can truly prepare him for what he's about to face – a fight to the finish, in which he must defend not only himself, but also the honor of his country!",/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,1985-11-21,7.078,4656.0
2412,Rocky V (1990),Action|Drama,100507,1375,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,1990-11-16,5.782,3360.0
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,88930,15196,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",/aRxbYOYHS8T73nzR8hsLousoplR.jpg,1985-12-13,7.2,1864.0
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,90357,11904,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",/aOxVYvQoAfNSns4hW5Ah55GBzgq.jpg,1985-12-04,6.735,676.0
2415,Violets Are Blue... (1986),Drama|Romance,92173,215875,"After fifteen years of traveling around the world, Gussie, a famous photographer, returns to the Maryland coastal resort where she grew up. She meets her high school sweetheart, Henry, who is now married and running the local newspaper he inherited from his father. An awkward and tension-filled romance ensues.",/pOmri5BgiLGc0jieg0JhHjSWPDG.jpg,1986-04-04,4.8,20.0
2416,Back to School (1986),Comedy,90685,15596,"Self-made millionaire Thornton Melon decides to get a better education and enrolls at his son Jason's college. While Jason tries to fit in with his fellow students, Thornton struggles to gain his son's respect, giving way to hilarious antics.",/bIQH3dptGaMBtwos7j9lEHt65BV.jpg,1986-06-13,6.321,471.0
2417,Heartburn (1986),Comedy|Drama,91188,13818,"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship heartburn, nothing will.",/pF1uPAi9TWRSRLf9SHfIDQle2NK.jpg,1986-07-25,5.961,205.0
2418,Nothing in Common (1986),Comedy,91653,29968,A successful advertising executive finds his freewheeling life crashing to a halt when his parents end their longtime marriage.,/m2G6Idl1CKJwOt8aFsnJk08sfDP.jpg,1986-07-29,5.8,131.0
2419,Extremities (1986),Drama|Thriller,91024,44326,"A woman escapes from the man who is about to rape her, but leaves her purse behind. Afraid that her attacker might come after her, she goes to the police, but with no proof of the incident, they can do nothing. In fact, the man does use the information in her bag and comes to her apartment with the intent of rape, but she sprays him in the face with insect repellent, and then holds him captive. She is then faced with deciding whether to go to the police who might not believe her and release him, or to kill him.",/AnzuqWIL840oE2vgtW81q1p1CAL.jpg,1986-08-22,6.1,95.0
2420,"Karate Kid, The (1984)",Drama,87538,1885,"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,1984-06-22,7.2,4530.0
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,91326,8856,"Summoned by his dying father, Miyagi returns to his homeland of Okinawa, with Daniel, after a 40-year exile. There he must confront Yukie, the love of his youth, and Sato, his former best friend turned vengeful rival. Sato is bent on a fight to the death, even if it means the destruction of their village. Daniel finds his own love in Yukia's niece, Kumiko, and his own enemy in Sato's nephew, the vicious Chozen. Now, far away from the tournaments, cheering crowds and safety of home, Daniel will face his greatest challenge ever when the cost of honor is life itself.",/7Lut6dOvB8wPRuHhHpJ3S3zXder.jpg,1986-06-18,6.331,2387.0
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,97647,10495,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",/lVZ3r0iDwGejlCvFEvXGzhQB9ds.jpg,1989-06-16,5.921,1757.0
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,97958,5825,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",/oat42hUw8XzKYUmfy0YLAxYd484.jpg,1989-11-30,7.236,2557.0
2424,You've Got Mail (1998),Comedy|Romance,128853,9489,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg,1998-12-18,6.7,3494.0
2425,"General, The (1998)",Crime,120706,16885,"The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team.",/3UUR2Evm2JtC2odd2UMYgs9Yi1x.jpg,1998-05-01,6.7,120.0
2427,"Thin Red Line, The (1998)",Action|Drama|War,120863,8741,"The story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived.",/seMydAaoxQP6F0xbE1jOcTmn5Jr.jpg,1998-12-23,7.449,3175.0
2428,"Faculty, The (1998)",Horror|Sci-Fi,133751,9276,"When some very creepy things start happening around school, the kids at Herrington High make the chilling discovery that confirms their worst suspicions: their teachers really are from another planet!",/5XetJwmAiDC0EtH23NIXaqFn3Wl.jpg,1998-12-25,6.56,2133.0
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,120751,9822,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",/93oAWBl6UIEmeknmRKbUkVq4cKl.jpg,1998-12-25,6.3,851.0
2430,Mighty Joe Young (1949),Adventure|Children|Drama,41650,39314,"A young woman, Jill Young, grew up on her father's ranch in Africa, raising a large gorilla named Joe from an infant. Years later, she brings him to Hollywood to become a star.",/tTTS9Bi7JReyGpCKyDuyZNSLTT4.jpg,1949-07-27,6.372,121.0
2431,Patch Adams (1998),Comedy|Drama,129290,10312,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg,1998-12-25,7.313,3355.0
2432,Stepmom (1998),Drama,120686,9441,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",/wMPv2Yz6QDzv6YhSbaqM48Medl1.jpg,1998-12-25,7.2,1508.0
2433,"Civil Action, A (1998)",Drama,120633,9422,"Jan Schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything—including his career and his clients' goals—in order to continue the case against all odds.",/2AVF1cjRGOfaB4oteSzxvHiQ3hR.jpg,1998-12-25,6.461,470.0
2435,Hurlyburly (1998),Drama,119336,24525,A group of actors and their casting agents try to find a direction in their lives whilst coming to terms with their personal problems and relationship conflicts.,/wg7GBXBALHQ0tjmyMiwu5gcDss9.jpg,1998-12-25,5.476,103.0
2436,Tea with Mussolini (1999),Comedy|Drama|War,120857,10368,"In 1930s fascist Italy, adolescent Luca just lost his mother. His father, a callous businessman, sends him to be taken care of by British expatriate Mary Wallace. Mary and her cultured friends - including artist Arabella, young widow Elsa, and archaeologist Georgie - keep a watchful eye over the boy. But the women's cultivated lives take a dramatic turn when Allied forces declare war on Mussolini.",/i3rAPxhhDjqsL1rZJM57pyR7xFW.jpg,1999-03-25,6.4,151.0
2439,Affliction (1997),Drama,118564,31662,A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in him slowly disintegrating mentally.,/hNu8ePwoRyXDQxhLY4iurCVXAQs.jpg,1997-12-30,6.32,297.0
2442,Hilary and Jackie (1998),Drama,150915,46992,"The tragic story of world-renowned cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi.",/aE2NJH2sllQTmbpN6laKuM7NXYy.jpg,1998-12-30,6.5,108.0
2443,Playing by Heart (1998),Drama|Romance,145734,825,"In a vibrant tapestry of love and longing, nine interconnected souls navigate romance and heartbreak in L.A., where passions collide and truths unfold, revealing that the heart's desires often lead us where we least expect.",/v4hPpijZXdaNRn0WVtckFEs4wHm.jpg,1998-12-30,6.577,241.0
2445,At First Sight (1999),Drama,132512,15556,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,/9nylrKj8zWxTor9BCy3umv6WHZe.jpg,1999-01-15,6.0,249.0
2446,In Dreams (1999),Horror|Thriller,120710,28902,"A suburban housewife learns that she has psychic connections to a serial killer, and can predict this person's motives through her dreams.",/q3Q00fCgeZGjAYaiwbfTMuIrUb0.jpg,1999-01-15,5.455,191.0
2447,Varsity Blues (1999),Comedy|Drama,139699,14709,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",/g2jX2Xmx7drbc6J9MLJEBghR7Mg.jpg,1999-01-15,6.1,445.0
2448,Virus (1999),Horror|Sci-Fi,120458,9423,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed.",/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,1999-01-14,5.395,650.0
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,91225,10658,"A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar-smoking drake, Howard, from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet, but then a much less friendly being arrives through the beam...",/eU0dWo8PJgsSAZFbcyHiUpuLSyW.jpg,1986-08-01,5.4,1077.0
2451,"Gate, The (1987)",Horror,93075,6917,"Three young children accidentally release a horde of nasty, pint-sized demons from a hole in a suburban backyard. What follows is a classic battle between good and evil as the three kids struggle to overcome a nightmarish hell that is literally taking over the Earth.",/ik7AfGWpwKnjaQeth3LZqrqzvfB.jpg,1987-04-21,6.1,405.0
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,90768,24086,"Milly and Louis, and their recently-widowed mom, Charlene, move to a new neighborhood. Once there, they all deal with a variety of personal problems, but Milly finds a friend in Eric, her autistic next door neighbor. Eric has a fascination with flight, and as the story progresses, he exerts an enthralling force of change on all those around him.",/eYOc7glRhPhyTDKZ05FuT1IdVzj.jpg,1986-08-15,6.285,142.0
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi,51622,11815,"Industrialist François Delambre is called late at night by his sister-in-law, Helene, who tells him that she has just killed her husband. Reluctant at first, she eventually explains to the police that he invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber.",/kXdBcDh2EbgSIf4Oo1dxKapZM2f.jpg,1958-07-16,7.0,582.0
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,91064,9426,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",/8gZWMhJHRvaXdXsNhERtqNHYpH3.jpg,1986-08-15,7.426,4760.0
2456,"Fly II, The (1989)",Horror|Sci-Fi,97368,10344,"Martin Brundle, born of the human/fly, is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.",/gORksEPahEgO409HYJOZlNVyEpe.jpg,1989-02-10,5.7,699.0
2457,Running Scared (1986),Action|Comedy,91875,15698,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer that nearly killed them in the past.,/tQshSrj0G5o9xElzEnBcMVHAutE.jpg,1986-06-27,6.05,228.0
2458,Armed and Dangerous (1986),Comedy|Crime,90660,2620,"After policeman Frank Dooley is framed for theft and loses his job on the force, he joins a security guard agency and teams up with inept former defense lawyer Norman Kane. When the two botch a job guarding a local warehouse, they begin to uncover corruption within the company and their union.",/28SqYDrMyF5EqXfSmRgoqdYzNz5.jpg,1986-08-15,5.7,195.0
2459,"Texas Chainsaw Massacre, The (1974)",Horror,72271,30497,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way, they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",/mpgkRPH1GNkMCgdPk2OMyHzAks7.jpg,1974-10-11,7.3,3643.0
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,92076,16337,A radio host is victimised by the notorious cannibal family while a former Texas Marshal hunts them.,/cO1Dvg7k87lHSPOdumn3ddJEKdX.jpg,1986-08-22,5.655,974.0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,110978,16780,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",/e1ikqofvLBddrZJ73IjmJWhUYus.jpg,1995-09-22,4.6,724.0
2463,Ruthless People (1986),Comedy,91877,12151,"Sam Stone hates his wife Barbara so much that he wants her dead. He's ecstatic when she's taken by a duo of kidnappers who want $500,000 ransom in exchange for her life. Fully intending to ignore every one of the kidnappers' demands in the hopes that they do him a favor and murder her for him, the two confused kidnappers have to figure out how they're going get their money, and what they're going to do with the overbearing Barbara.",/fA3f8bsXoVbIALq4EdiAwptF1ws.jpg,1986-06-26,6.6,426.0
2465,Deadly Friend (1986),Horror,90917,33278,"When tragedy strikes his remarkable robot and the beautiful girl next door, lonely teenage genius Paul tries to save them by pushing technology beyond its known limits into a terrifying new realm.",/24X1pdzeU9x2QCVDu957tpUA0kp.jpg,1986-10-10,6.1,258.0
